geneID_sgA,geneID_sgB,geneName_sgA,geneName_sgB,exonCountA,exonCountB,chrom_sgA,chrom_sgB,baseMean,log2FoldChange_S11_Lsom,padj_S11_Lsom,log2FoldChange_S12_Prehatch,padj_S12_Prehatch,Bias_Category_LSom,Bias_Category_PHatch
ENSCCRG00000051644,ENSCCRG00000059721,micall2a,micall2a,19,49,CAJNDQ010000004.1,CAJNDQ010000002.1,1463.44011345627,-3.23036910164572,1.70127906154445e-27,-4.11689395714722,6.23006912194216e-39,SubgB_dominant,SubgB_dominant
ENSCCRG00000042745,ENSCCRG00000073461,,,18,19,CAJNDQ010000034.1,CAJNDQ010000038.1,355.646029961807,-3.23702779163304,2.52027641784026e-07,-1.5433965188978,0.0239492829440759,SubgB_dominant,SubgB_dominant
ENSCCRG00000049209,ENSCCRG00000035428,tdrd7b,tdrd7b,19,18,CAJNDQ010000007.1,CAJNDQ010000001.1,249.273224568016,-3.24003200485743,1.61862728112059e-15,-3.06218570599647,3.93895208641632e-15,SubgB_dominant,SubgB_dominant
ENSCCRG00000033743,ENSCCRG00000044629,SMCHD1,SMCHD1,49,50,CAJNDQ010000007.1,CAJNDQ010000001.1,249.680040206593,-3.25829344967508,8.41189027063165e-10,-2.98080244862205,2.0599068781298e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000003347,ENSCCRG00000006887,,,42,43,CAJNDQ010000003.1,CAJNDQ010000048.1,3190.17031962465,-3.27528552719618,6.83140315653413e-83,-2.03794689081462,1.4132242435836e-33,SubgB_dominant,SubgB_dominant
ENSCCRG00000051198,ENSCCRG00000022316,acsf2,acsf2,17,18,CAJNDQ010000045.1,CAJNDQ010000026.1,940.65364476951,-3.27669078456995,2.3487345851745e-58,-3.80243677382001,1.7629441514267699e-78,SubgB_dominant,SubgB_dominant
ENSCCRG00000016674,ENSCCRG00000023620,itga6b,itga6b,26,26,CAJNDQ010000023.1,CAJNDQ010000028.1,226.961880309412,-3.2996356777667,7.02759838930495e-09,-3.32276353493959,6.00977013601236e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000077482,ENSCCRG00000010545,slc4a1a,slc4a1a,24,23,CAJNDQ010000004.1,CAJNDQ010000002.1,473.316363582668,-3.30291301639019,2.48213189021428e-08,-3.30523357334167,2.06366616376309e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000011581,ENSCCRG00000016042,rps6kc1,rps6kc1,16,15,CAJNDQ010000029.1,CAJNDQ010000035.1,220.662761876563,-3.3057026482696,4.80747902242858e-38,-3.39345178440545,4.41140176440297e-47,SubgB_dominant,SubgB_dominant
ENSCCRG00000057726,ENSCCRG00000026869,slc26a1,slc26a1,4,4,CAJNDQ010000039.1,CAJNDQ010000046.1,422.027144540992,-3.30831109623109,1.44928993536692e-09,-3.44090904957201,3.60019263997021e-10,SubgB_dominant,SubgB_dominant
ENSCCRG00000045977,ENSCCRG00000063696,birc5b,birc5b,4,4,CAJNDQ010000012.1,CAJNDQ010000050.1,923.844544517961,-3.31298150742567,0.0275868132327982,-5.34972565085527,5.54099935644194e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000031680,ENSCCRG00000020801,bag5,bag5,6,9,CAJNDQ010000019.1,CAJNDQ010000049.1,608.35964404944,-3.31589288261121,3.8593748865272397e-22,-5.11516220894333,5.88108878634184e-51,SubgB_dominant,SubgB_dominant
ENSCCRG00000021910,ENSCCRG00000053058,sybl1,sybl1,11,8,CAJNDQ010000021.1,CAJNDQ010000036.1,399.317930832269,-3.32131830312433,1.2501003474663001e-54,-3.8289081784987,9.21316809293598e-68,SubgB_dominant,SubgB_dominant
ENSCCRG00000009749,ENSCCRG00000063818,dbnla,dbnla,15,18,CAJNDQ010000033.1,CAJNDQ010000025.1,1176.84572061497,-3.3323762640446,3.81129782589394e-06,-3.22071350598805,9.62067656921891e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000071117,ENSCCRG00000037731,hoga1,hoga1,12,7,CAJNDQ010000044.1,CAJNDQ010000006.1,154.96703817252,-3.33482248166467,3.07203088953777e-10,-1.56137497963845,0.0055667925326523,SubgB_dominant,SubgB_dominant
ENSCCRG00000018460,ENSCCRG00000073845,,,11,12,CAJNDQ010000040.1,CAJNDQ010000027.1,260.336740025156,-3.34307757398376,3.99646208912514e-14,-3.05054579085427,6.5044448957297e-11,SubgB_dominant,SubgB_dominant
ENSCCRG00000058959,ENSCCRG00000020571,mtfr2,mtfr2,8,8,CAJNDQ010000012.1,CAJNDQ010000050.1,535.316588711591,-3.34456450577861,4.21758801355647e-18,-4.36660183847404,2.5315567679279698e-26,SubgB_dominant,SubgB_dominant
ENSCCRG00000013959,ENSCCRG00000031870,capn1b,capn1b,21,21,CAJNDQ010000044.1,CAJNDQ010000006.1,679.055918153406,-3.35257460453638,3.2141381659103e-05,-3.67641599828608,5.37904074211139e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000006842,ENSCCRG00000005064,cpsf1,cpsf1,39,39,CAJNDQ010000032.1,CAJNDQ010000013.1,1106.2796678979,-3.35651792482785,2.9660829619175304e-35,-3.48162677222273,1.58055343765888e-37,SubgB_dominant,SubgB_dominant
ENSCCRG00000008348,ENSCCRG00000027290,tdrd5,tdrd5,17,18,CAJNDQ010000044.1,CAJNDQ010000006.1,651.043872760041,-3.37912428130953,4.49850214641473e-06,-0.344141146721695,0.719238476219228,SubgB_dominant,Balanced
ENSCCRG00000038657,ENSCCRG00000042888,lgals3a,lgals3a,7,7,CAJNDQ010000019.1,CAJNDQ010000049.1,536.082727879354,-3.38165147185347,9.44325419081969e-36,-1.06790900812508,0.0002167795514526,SubgB_dominant,SubgB_dominant
ENSCCRG00000021565,ENSCCRG00000019894,scinlb,scinlb,19,17,CAJNDQ010000022.1,CAJNDQ010000030.1,234.633247413334,-3.3895970970439,1.37700043493398e-26,-1.13014308601467,0.0005900849806739,SubgB_dominant,SubgB_dominant
ENSCCRG00000058151,ENSCCRG00000073323,,,10,10,CAJNDQ010000003.1,CAJNDQ010000048.1,277.399283749591,-3.39474824228032,1.42879476087633e-21,-6.22115121340703,3.4542836904705396e-40,SubgB_dominant,SubgB_dominant
ENSCCRG00000043910,ENSCCRG00000001195,polr3c,polr3c,15,15,CAJNDQ010000003.1,CAJNDQ010000048.1,406.120262943149,-3.40642619342693,4.1738836591523696e-26,-3.34456552833383,5.32953029007884e-25,SubgB_dominant,SubgB_dominant
ENSCCRG00000040291,ENSCCRG00000068940,stap2b,stap2b,15,17,CAJNDQ010000018.1,CAJNDQ010000024.1,193.421115619838,-3.40893716909688,1.9558466964603202e-09,-3.0019171460617,3.93721103215673e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000078816,ENSCCRG00000051328,ugdh,ugdh,12,12,CAJNDQ010000023.1,CAJNDQ010000028.1,1200.93563316171,-3.41211312044833,5.30548432091632e-32,-3.89529142207464,1.03290280281537e-39,SubgB_dominant,SubgB_dominant
ENSCCRG00000020315,ENSCCRG00000064130,gpr160,gpr160,1,4,CAJNDQ010000022.1,CAJNDQ010000030.1,211.769220352432,-3.41545789240469,9.97233308811628e-09,-3.77095753749159,3.5789245658442402e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000005823,ENSCCRG00000009671,,,22,17,CAJNDQ010000043.1,CAJNDQ010000014.1,295.460037477371,-3.41612045760103,0.0030441725454873,-0.385379341429819,0.822001254914134,SubgB_dominant,Balanced
ENSCCRG00000008435,ENSCCRG00000008388,,,31,16,CAJNDQ010000037.1,CAJNDQ010000009.1,814.410318831978,-3.42639595137603,6.44847250823412e-21,-3.10909132762786,2.13813069282323e-17,SubgB_dominant,SubgB_dominant
ENSCCRG00000007442,ENSCCRG00000059456,hsp90aa1.2,hsp90aa1.2,11,11,CAJNDQ010000029.1,CAJNDQ010000035.1,841.038432441558,-3.43100562171499,5.87282445059344e-09,-2.1841478697472,0.0003564583875446,SubgB_dominant,SubgB_dominant
ENSCCRG00000001658,ENSCCRG00000038431,trpv4,trpv4,17,17,CAJNDQ010000008.1,CAJNDQ010000016.1,243.733657142639,-3.4321445809268,1.0725351848509e-11,-2.30209963907957,7.04032142518997e-06,SubgB_dominant,SubgB_dominant
ENSCCRG00000057988,ENSCCRG00000042625,,,33,33,CAJNDQ010000019.1,CAJNDQ010000049.1,651.139048968271,-3.43775422773755,5.16471231692791e-10,-4.84718005252673,1.00849026357593e-17,SubgB_dominant,SubgB_dominant
ENSCCRG00000028544,ENSCCRG00000055415,hibch,hibch,15,14,CAJNDQ010000042.1,CAJNDQ010000047.1,359.020017436432,-3.44698296501509,1.3721189135702302e-31,-3.81282910314756,1.02923328914226e-36,SubgB_dominant,SubgB_dominant
ENSCCRG00000062193,ENSCCRG00000015157,gga3a,gga3a,4,17,CAJNDQ010000017.1,CAJNDQ010000011.1,615.068909429096,-3.45069928668832,5.5408081716184e-25,-3.28190372125904,1.6599823597132899e-22,SubgB_dominant,SubgB_dominant
ENSCCRG00000078635,ENSCCRG00000063118,,,18,21,CAJNDQ010000010.1,CAJNDQ010000020.1,205.899606178941,-3.45260445152861,6.33612582485665e-35,-2.19431142119546,1.1540598866454501e-15,SubgB_dominant,SubgB_dominant
ENSCCRG00000014442,ENSCCRG00000076211,LRRC8C,LRRC8C,2,3,CAJNDQ010000017.1,CAJNDQ010000011.1,1008.42286126392,-3.4567092914396,1.51862027593748e-29,-2.31984085455546,3.82896873700113e-14,SubgB_dominant,SubgB_dominant
ENSCCRG00000052999,ENSCCRG00000006516,pfas,pfas,29,29,CAJNDQ010000029.1,CAJNDQ010000035.1,3636.00992381851,-3.46614864808341,9.95319919510486e-156,-3.09466570299616,2.98960583543505e-116,SubgB_dominant,SubgB_dominant
ENSCCRG00000012872,ENSCCRG00000012853,NMNAT3,NMNAT3,5,6,CAJNDQ010000022.1,CAJNDQ010000030.1,175.496898088202,-3.47812973283612,5.36463052945574e-26,-3.61035615232209,4.26920823001988e-27,SubgB_dominant,SubgB_dominant
ENSCCRG00000007766,ENSCCRG00000015635,,,34,35,CAJNDQ010000042.1,CAJNDQ010000047.1,335.625330539737,-3.50515841992863,1.0689895672566599e-11,-2.77484363612839,2.33904803115076e-07,SubgB_dominant,SubgB_dominant
ENSCCRG00000046725,ENSCCRG00000038700,riok2,riok2,10,11,CAJNDQ010000008.1,CAJNDQ010000016.1,454.52634522012,-3.52250865837104,1.98165113014862e-34,-3.60101278783405,6.80364149190707e-35,SubgB_dominant,SubgB_dominant
ENSCCRG00000010110,ENSCCRG00000048694,bag1,bag1,8,7,CAJNDQ010000022.1,CAJNDQ010000030.1,240.546187214305,-3.52335134367992,4.42813594944915e-17,-3.44161316686078,3.0703126893366003e-16,SubgB_dominant,SubgB_dominant
ENSCCRG00000059632,ENSCCRG00000065159,gcdha,gcdha,12,13,CAJNDQ010000017.1,CAJNDQ010000011.1,234.9707165538,-3.5237012009698,1.61359610500277e-29,-3.57279046886088,3.91378666239576e-34,SubgB_dominant,SubgB_dominant
ENSCCRG00000036604,ENSCCRG00000039757,gemin8,gemin8,3,3,CAJNDQ010000023.1,CAJNDQ010000028.1,1462.46572079765,-3.53151885243648,5.33927211649606e-71,-4.31658380041889,1.23231146550391e-66,SubgB_dominant,SubgB_dominant
ENSCCRG00000067399,ENSCCRG00000033744,tbck,tbck,27,26,CAJNDQ010000023.1,CAJNDQ010000028.1,285.698939670955,-3.53687080377526,5.31405848319137e-29,-3.55717598047642,7.177320564842389e-30,SubgB_dominant,SubgB_dominant
ENSCCRG00000081756,ENSCCRG00000059803,spsb3a,spsb3a,7,10,CAJNDQ010000004.1,CAJNDQ010000002.1,618.232807793363,-3.54167796127975,3.3222117764554802e-52,-3.6453320035132,4.6893478033360604e-58,SubgB_dominant,SubgB_dominant
ENSCCRG00000073419,ENSCCRG00000000435,scp2a,scp2a,15,17,CAJNDQ010000022.1,CAJNDQ010000030.1,156.121819491587,-3.54169950576248,3.48050256047353e-26,-3.60405207061376,4.78283592846386e-29,SubgB_dominant,SubgB_dominant
ENSCCRG00000011390,ENSCCRG00000032612,MRC2,,28,28,CAJNDQ010000004.1,CAJNDQ010000002.1,257.058128154236,-3.547539551583,1.8464344822498e-12,-3.45715348487701,7.84509978760827e-12,SubgB_dominant,SubgB_dominant
ENSCCRG00000082443,ENSCCRG00000019843,rbp5,rbp5,4,4,CAJNDQ010000003.1,CAJNDQ010000048.1,1138.72514107519,-3.54774651676673,3.08054208921467e-13,-3.40689548219553,3.84053365662033e-12,SubgB_dominant,SubgB_dominant
ENSCCRG00000072011,ENSCCRG00000073402,glyctk,glyctk,5,5,CAJNDQ010000017.1,CAJNDQ010000011.1,293.38236081385,-3.55978661365155,1.52040009032157e-13,-4.83069277079488,7.14075357044866e-17,SubgB_dominant,SubgB_dominant
ENSCCRG00000080251,ENSCCRG00000055162,igfbp2b,igfbp2b,5,4,CAJNDQ010000042.1,CAJNDQ010000047.1,245.065358298109,-3.56170875019702,6.0067736809757096e-30,-3.1912525922703,1.16968285851837e-27,SubgB_dominant,SubgB_dominant
ENSCCRG00000006754,ENSCCRG00000028080,txn,txn,5,6,CAJNDQ010000007.1,CAJNDQ010000001.1,770.495713358746,-3.56594556310306,3.15966688600314e-23,-5.57044392642258,1.03350341350605e-54,SubgB_dominant,SubgB_dominant
ENSCCRG00000018816,ENSCCRG00000081100,,,34,36,CAJNDQ010000034.1,CAJNDQ010000038.1,318.245794449489,-3.57304135902601,2.17625929356572e-31,-3.21179148258407,1.7354011913781701e-25,SubgB_dominant,SubgB_dominant
ENSCCRG00000042530,ENSCCRG00000020060,,,2,3,CAJNDQ010000043.1,CAJNDQ010000014.1,295.330519005987,-3.58203415744028,0.016156208409758,0.716463104191184,0.469280830773305,SubgB_dominant,Balanced
ENSCCRG00000025887,ENSCCRG00000009604,,,17,17,CAJNDQ010000029.1,CAJNDQ010000035.1,465.81754891275,-3.58905606508459,1.01646196120147e-21,-2.97505016668526,3.6369699750709e-15,SubgB_dominant,SubgB_dominant
ENSCCRG00000033231,ENSCCRG00000061489,pomt2,pomt2,20,22,CAJNDQ010000005.1,CAJNDQ010000031.1,2102.5761591309,-3.59416559274743,7.75575122323403e-73,-4.7315291385583,3.3472409972200003e-71,SubgB_dominant,SubgB_dominant
ENSCCRG00000047332,ENSCCRG00000072143,dnaja2b,dnaja2b,9,9,CAJNDQ010000010.1,CAJNDQ010000020.1,1015.86110921172,-3.60881092923675,6.24440352900287e-103,-2.69824314672443,9.85923333894766e-61,SubgB_dominant,SubgB_dominant
ENSCCRG00000002609,ENSCCRG00000056169,rdm1,rdm1,9,7,CAJNDQ010000004.1,CAJNDQ010000002.1,306.051184529575,-3.62745367859164,3.42988273689365e-16,-3.77729184127469,1.53640584143812e-13,SubgB_dominant,SubgB_dominant
ENSCCRG00000078272,ENSCCRG00000051222,ABHD5,ABHD5,9,9,CAJNDQ010000003.1,CAJNDQ010000048.1,152.606103329517,-3.63764848155816,1.32451005072903e-19,-3.66419409214071,1.00829357203267e-16,SubgB_dominant,SubgB_dominant
ENSCCRG00000060256,ENSCCRG00000028399,bsg,bsg,10,10,CAJNDQ010000044.1,CAJNDQ010000006.1,11309.11162885,-3.64017231214219,1.77543022933596e-29,-2.92611083493984,2.73326205872015e-19,SubgB_dominant,SubgB_dominant
ENSCCRG00000066916,ENSCCRG00000071084,si:dkey-204f11.64,si:dkey-204f11.64,7,5,CAJNDQ010000004.1,CAJNDQ010000002.1,235.669197150644,-3.64166246456275,2.5231236757990402e-61,-3.4014278839262,7.04136835806549e-57,SubgB_dominant,SubgB_dominant
ENSCCRG00000003952,ENSCCRG00000003947,lig4,lig4,5,3,CAJNDQ010000023.1,CAJNDQ010000028.1,162.425033394753,-3.64353824564237,2.14473320976569e-08,-3.71862287833298,1.06476389047683e-08,SubgB_dominant,SubgB_dominant
ENSCCRG00000030467,ENSCCRG00000040530,,,16,17,CAJNDQ010000037.1,CAJNDQ010000009.1,3403.86004571968,-3.65131772896355,2.16978668614251e-155,-3.01924641910313,1.7501227918874898e-107,SubgB_dominant,SubgB_dominant
ENSCCRG00000000108,ENSCCRG00000007898,ydjc,ydjc,7,7,CAJNDQ010000008.1,CAJNDQ010000016.1,530.055321661766,-3.65423122090351,8.81415797448058e-44,-3.87286258054089,1.0226179953495398e-40,SubgB_dominant,SubgB_dominant
ENSCCRG00000056247,ENSCCRG00000029755,acer1,acer1,7,7,CAJNDQ010000018.1,CAJNDQ010000024.1,188.075402160648,-3.65470192974396,2.2220743204324503e-20,-0.0630121869135585,0.918695254416182,SubgB_dominant,Balanced
ENSCCRG00000079674,ENSCCRG00000054433,oat,oat,10,10,CAJNDQ010000045.1,CAJNDQ010000026.1,895.272741545437,-3.66026273287535,2.07803087768645e-41,-3.05077422367441,3.23275063235432e-32,SubgB_dominant,SubgB_dominant
ENSCCRG00000080275,ENSCCRG00000061291,mcee,mcee,5,4,CAJNDQ010000007.1,CAJNDQ010000001.1,236.862620169401,-3.66934573430011,9.00746696284991e-32,-4.96034801074801,2.68078372950186e-39,SubgB_dominant,SubgB_dominant
ENSCCRG00000070778,ENSCCRG00000007699,,,30,30,CAJNDQ010000034.1,CAJNDQ010000038.1,275.373400239181,-3.67287013291691,1.70603263598081e-11,-1.93590542648606,0.0007289383329964,SubgB_dominant,SubgB_dominant
ENSCCRG00000049315,ENSCCRG00000025705,,,18,24,CAJNDQ010000021.1,CAJNDQ010000036.1,227.527388446962,-3.67468488522352,3.84790856674197e-19,-2.93219213981025,9.48799650562885e-14,SubgB_dominant,SubgB_dominant
ENSCCRG00000021564,ENSCCRG00000065848,DHX8,DHX8,23,24,CAJNDQ010000045.1,CAJNDQ010000026.1,4200.10551162054,-3.68366523854422,2.24233209459087e-202,-3.77929168271343,5.4542920454468305e-223,SubgB_dominant,SubgB_dominant
ENSCCRG00000024724,ENSCCRG00000070025,,,15,15,CAJNDQ010000023.1,CAJNDQ010000028.1,846.262058902926,-3.69770373893162,2.13063882805475e-63,-3.7077918009647,2.34195134788748e-84,SubgB_dominant,SubgB_dominant
ENSCCRG00000056268,ENSCCRG00000024056,zgc:101851,zgc:101851,7,6,CAJNDQ010000042.1,CAJNDQ010000047.1,460.170985395586,-3.70480533354329,6.989767602315201e-24,-4.34166943020439,4.9985269084012805e-31,SubgB_dominant,SubgB_dominant
ENSCCRG00000002500,ENSCCRG00000081906,scarb1,scarb1,14,13,CAJNDQ010000033.1,CAJNDQ010000025.1,596.885577851426,-3.73413503578524,2.12093397082013e-32,-3.35952225195446,1.09418781168978e-24,SubgB_dominant,SubgB_dominant
ENSCCRG00000026517,ENSCCRG00000079773,,,10,12,CAJNDQ010000017.1,CAJNDQ010000011.1,662.531179564068,-3.76316820861969,9.95498081535635e-38,-1.13125197664609,5.55950173886061e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000040741,ENSCCRG00000069450,plscr3b,plscr3b,8,9,CAJNDQ010000007.1,CAJNDQ010000001.1,512.002029599352,-3.76358918682384,3.32201863852713e-27,-3.76004331497142,6.49777718228336e-26,SubgB_dominant,SubgB_dominant
ENSCCRG00000012638,ENSCCRG00000006080,TOP3A,TOP3A,21,21,CAJNDQ010000004.1,CAJNDQ010000002.1,187.125935481804,-3.76663584124203,3.18763368722031e-28,-2.78395839516917,3.43707888450035e-18,SubgB_dominant,SubgB_dominant
ENSCCRG00000045067,ENSCCRG00000045191,,,3,4,CAJNDQ010000004.1,CAJNDQ010000002.1,2088.98659467113,-3.77744503931342,0.0132635848101299,-3.72545787395376,0.0169252567482226,SubgB_dominant,SubgB_dominant
ENSCCRG00000017787,ENSCCRG00000080707,tmem120b,tmem120b,13,15,CAJNDQ010000033.1,CAJNDQ010000025.1,1766.59855195572,-3.7792191287231,7.55178946451311e-100,-2.66187828760198,4.9191169585491604e-60,SubgB_dominant,SubgB_dominant
ENSCCRG00000016721,ENSCCRG00000070807,scly,scly,10,12,CAJNDQ010000017.1,CAJNDQ010000011.1,329.362893913167,-3.82766994242984,3.80672687370572e-46,-4.93794729230115,2.27161741279924e-59,SubgB_dominant,SubgB_dominant
ENSCCRG00000077878,ENSCCRG00000076130,paxx,paxx,7,8,CAJNDQ010000008.1,CAJNDQ010000016.1,876.136796139687,-3.83638629405689,2.50433999230701e-48,-4.59171054475875,3.55813840532381e-52,SubgB_dominant,SubgB_dominant
ENSCCRG00000078357,ENSCCRG00000013313,med23,med23,30,30,CAJNDQ010000029.1,CAJNDQ010000035.1,981.605383404766,-3.84884944435833,1.35611637560732e-25,-3.76095012746438,1.80327120623608e-24,SubgB_dominant,SubgB_dominant
ENSCCRG00000051094,ENSCCRG00000075162,dgke,dgke,13,12,CAJNDQ010000017.1,CAJNDQ010000011.1,623.156187814843,-3.89099686075911,5.95453905559041e-12,-3.50006001818529,7.01321204338578e-10,SubgB_dominant,SubgB_dominant
ENSCCRG00000039333,ENSCCRG00000072026,mixl1,mixl1,4,3,CAJNDQ010000029.1,CAJNDQ010000035.1,204.753489363555,-3.90171717274702,0.0143911126452906,-0.81835613093248,0.77279475266916,SubgB_dominant,Balanced
ENSCCRG00000067119,ENSCCRG00000038602,,,13,18,CAJNDQ010000008.1,CAJNDQ010000016.1,342.561354866734,-3.90184507929318,5.91510380876877e-14,-3.34542778082254,1.4516747342246002e-10,SubgB_dominant,SubgB_dominant
ENSCCRG00000081417,ENSCCRG00000011381,,,14,21,CAJNDQ010000032.1,CAJNDQ010000013.1,293.434839265458,-3.91691876794183,1.9629122354633499e-57,-2.55079432285895,8.32606742763451e-40,SubgB_dominant,SubgB_dominant
ENSCCRG00000028383,ENSCCRG00000048582,,,16,12,CAJNDQ010000012.1,CAJNDQ010000050.1,1111.04718920873,-3.92654875734309,1.96205295033912e-57,-3.21991408555372,1.57193350801588e-48,SubgB_dominant,SubgB_dominant
ENSCCRG00000032708,ENSCCRG00000062539,brms1,brms1,13,14,CAJNDQ010000007.1,CAJNDQ010000001.1,1417.46792063209,-3.92979482992006,2.16009056466211e-71,-3.18970287745214,1.99616551047948e-48,SubgB_dominant,SubgB_dominant
ENSCCRG00000009391,ENSCCRG00000023045,,,15,15,CAJNDQ010000029.1,CAJNDQ010000035.1,198.800746638888,-3.96111147130001,8.143058395032e-15,-2.76169131282318,5.608757475694449e-11,SubgB_dominant,SubgB_dominant
ENSCCRG00000007882,ENSCCRG00000044234,,,19,20,CAJNDQ010000045.1,CAJNDQ010000026.1,169.356029486592,-3.96921115857226,8.16114142532771e-07,-2.31636658117182,0.0029647747312034,SubgB_dominant,SubgB_dominant
ENSCCRG00000049422,ENSCCRG00000002448,rcl1,rcl1,10,9,CAJNDQ010000008.1,CAJNDQ010000016.1,750.452402375382,-3.97766321785714,1.35547548784631e-19,-4.68887992383226,9.234758389652961e-25,SubgB_dominant,SubgB_dominant
ENSCCRG00000078974,ENSCCRG00000016452,,TMEM260,5,16,CAJNDQ010000005.1,CAJNDQ010000031.1,188.203525353377,-3.98099320419906,3.01096333772342e-14,-8.53666516996217,1.24387057386857e-11,SubgB_dominant,SubgB_dominant
ENSCCRG00000030612,ENSCCRG00000060513,arsa,arsa,9,9,CAJNDQ010000010.1,CAJNDQ010000020.1,157.333604603201,-3.98109819701355,1.68240373851209e-11,-4.05392636314064,1.89853578584153e-13,SubgB_dominant,SubgB_dominant
ENSCCRG00000044727,ENSCCRG00000070397,cyp3a65,cyp3a65,14,14,CAJNDQ010000023.1,CAJNDQ010000028.1,177.090957529255,-4.01074885323173,1.0190227340510899e-11,-1.28909419038464,0.0479953868195294,SubgB_dominant,SubgB_dominant
ENSCCRG00000036755,ENSCCRG00000080820,twf2a,twf2a,10,9,CAJNDQ010000017.1,CAJNDQ010000011.1,217.56791346617,-4.02322362555141,0.0010293811373131,-0.40303875940828,0.823326818809398,SubgB_dominant,Balanced
ENSCCRG00000052304,ENSCCRG00000067864,blvra,blvra,8,7,CAJNDQ010000022.1,CAJNDQ010000030.1,394.371176291578,-4.0299993295465,1.3911215936980902e-58,-4.44346102412959,1.2279252103010901e-61,SubgB_dominant,SubgB_dominant
ENSCCRG00000072731,ENSCCRG00000027634,st3gal4,st3gal4,12,10,CAJNDQ010000010.1,CAJNDQ010000020.1,298.743354773182,-4.03024076644098,1.75355537121486e-19,-3.04460752738068,2.50172594544318e-11,SubgB_dominant,SubgB_dominant
ENSCCRG00000050309,ENSCCRG00000042146,CASP3,CASP3,9,6,CAJNDQ010000021.1,CAJNDQ010000036.1,265.035080019855,-4.03298191736236,5.71995824567837e-08,-3.14350592682921,3.62830550489368e-05,SubgB_dominant,SubgB_dominant
ENSCCRG00000075662,ENSCCRG00000045426,,,21,28,CAJNDQ010000005.1,CAJNDQ010000031.1,657.622692130754,-4.03462474705526,8.241041924135201e-48,-3.36162875966423,9.32194865458459e-33,SubgB_dominant,SubgB_dominant
ENSCCRG00000076892,ENSCCRG00000069295,mmut,mmut,14,14,CAJNDQ010000029.1,CAJNDQ010000035.1,171.267920487764,-4.04015269714801,1.34340800376082e-05,-3.25195642378129,0.0005735828946535,SubgB_dominant,SubgB_dominant
ENSCCRG00000048557,ENSCCRG00000070701,crabp2b,crabp2b,5,5,CAJNDQ010000032.1,CAJNDQ010000013.1,559.723527472069,-4.04644105001481,2.86790261933837e-33,-2.01763058356895,3.5504701465391203e-09,SubgB_dominant,SubgB_dominant
ENSCCRG00000059166,ENSCCRG00000060577,,,3,7,CAJNDQ010000004.1,CAJNDQ010000002.1,233.891961452803,-4.05545605489298,1.4465028788211e-22,-2.65190613375735,4.28779280314001e-12,SubgB_dominant,SubgB_dominant
ENSCCRG00000024368,ENSCCRG00000064925,pfkfb1,pfkfb1,19,15,CAJNDQ010000012.1,CAJNDQ010000050.1,1154.28545364786,-4.08318106185793,2.82617254157269e-66,-1.70824254351268,1.5241540974519499e-18,SubgB_dominant,SubgB_dominant
ENSCCRG00000062775,ENSCCRG00000020252,wls,wls,16,13,CAJNDQ010000022.1,CAJNDQ010000030.1,2819.72902930166,-4.08485788389295,8.42550553067995e-65,-3.27558871512929,1.6323265882261e-41,SubgB_dominant,SubgB_dominant
ENSCCRG00000076279,ENSCCRG00000064655,,,5,6,CAJNDQ010000021.1,CAJNDQ010000036.1,362.023008896457,-4.10736288871589,1.61704187838086e-27,-3.93999525203427,7.44590972904969e-25,SubgB_dominant,SubgB_dominant
ENSCCRG00000054289,ENSCCRG00000066345,,,10,9,CAJNDQ010000007.1,CAJNDQ010000001.1,158.346938755068,-4.11753397553901,1.1412193718299e-22,-2.84944464544071,8.936546800065811e-14,SubgB_dominant,SubgB_dominant
ENSCCRG00000079187,ENSCCRG00000001993,mfsd6b,mfsd6b,6,7,CAJNDQ010000042.1,CAJNDQ010000047.1,173.152422122301,-4.14797019340306,1.15986859395039e-40,-3.02203987265079,7.2789401602777e-26,SubgB_dominant,SubgB_dominant
ENSCCRG00000017387,ENSCCRG00000025044,lipf,lipf,11,10,CAJNDQ010000045.1,CAJNDQ010000026.1,1939.20879752736,-4.1539115246846,2.99898398170291e-54,-2.05357557396971,8.87194980956611e-14,SubgB_dominant,SubgB_dominant
ENSCCRG00000074461,ENSCCRG00000002598,CTH,CTH,14,27,CAJNDQ010000017.1,CAJNDQ010000011.1,1564.67854411455,-4.15393978778039,5.02685904932224e-34,-3.98387828614496,2.13947123206863e-31,SubgB_dominant,SubgB_dominant
ENSCCRG00000030266,ENSCCRG00000030619,,,29,34,CAJNDQ010000017.1,CAJNDQ010000011.1,930.93129593503,-4.16623605882548,1.5746035725144501e-58,-3.59514295505666,3.3907699447293e-50,SubgB_dominant,SubgB_dominant
ENSCCRG00000053559,ENSCCRG00000048301,cops4,cops4,12,11,CAJNDQ010000033.1,CAJNDQ010000025.1,451.070811546461,-4.16634476707974,1.77275382807782e-50,-4.56430172024774,1.06627312083679e-59,SubgB_dominant,SubgB_dominant
