Gene stable ID	Common carp gene name	Gene name	Common carp gene stable ID	Common carp orthology confidence [0 low, 1 high]	Common carp homology type
ENSDARG00000016864	farsb	farsb	ENSCCRG00000027083	1	ortholog_one2many
ENSDARG00000040070	coil	coil	ENSCCRG00000078654	1	ortholog_one2many
ENSDARG00000040070	coil	coil	ENSCCRG00000026168	1	ortholog_one2many
ENSDARG00000102200	man2a1	man2a1	ENSCCRG00000011304	1	ortholog_one2many
ENSDARG00000102200	man2a1	man2a1	ENSCCRG00000025520	1	ortholog_one2many
ENSDARG00000059604	mtss1	mtss1	ENSCCRG00000059251	1	ortholog_one2many
ENSDARG00000059604	mtss1	mtss1	ENSCCRG00000028103	1	ortholog_one2many
ENSDARG00000010035	engase	engase	ENSCCRG00000023336	1	ortholog_one2many
ENSDARG00000010035	engase	engase	ENSCCRG00000052693	1	ortholog_one2many
ENSDARG00000079305	hbae3	hbae3	ENSCCRG00000082341	1	ortholog_one2many
ENSDARG00000079305	hbae3	hbae3	ENSCCRG00000045134	1	ortholog_one2many
ENSDARG00000040072	scpep1	scpep1	ENSCCRG00000052696	1	ortholog_one2many
ENSDARG00000040072	scpep1	scpep1	ENSCCRG00000023350	1	ortholog_one2many
ENSDARG00000018393	kank2	kank2	ENSCCRG00000045138	1	ortholog_one2many
ENSDARG00000018393	kank2	kank2	ENSCCRG00000045220	1	ortholog_one2many
ENSDARG00000010085	p4ha2	p4ha2	ENSCCRG00000070813	1	ortholog_one2many
ENSDARG00000010085	p4ha2	p4ha2	ENSCCRG00000043501	1	ortholog_one2many
ENSDARG00000052279	osgn1	osgn1	ENSCCRG00000078345	1	ortholog_one2many
ENSDARG00000052279	osgn1	osgn1	ENSCCRG00000028122	1	ortholog_one2many
ENSDARG00000004754	hspa4a	hspa4a	ENSCCRG00000014659	1	ortholog_one2many
ENSDARG00000004754	hspa4a	hspa4a	ENSCCRG00000023164	1	ortholog_one2many
ENSDARG00000075530	pigu	pigu	ENSCCRG00000040007	1	ortholog_one2many
ENSDARG00000075530	pigu	pigu	ENSCCRG00000028135	1	ortholog_one2many
ENSDARG00000100149	axin2	axin2	ENSCCRG00000044520	1	ortholog_one2many
ENSDARG00000100149	axin2	axin2	ENSCCRG00000008741	1	ortholog_one2many
ENSDARG00000044167	padi2	padi2	ENSCCRG00000058123	1	ortholog_one2many
ENSDARG00000044167	padi2	padi2	ENSCCRG00000035188	1	ortholog_one2many
ENSDARG00000026595	pafah1b1b	pafah1b1b	ENSCCRG00000080744	1	ortholog_one2many
ENSDARG00000026595	pafah1b1b	pafah1b1b	ENSCCRG00000012474	1	ortholog_one2many
ENSDARG00000001857	aff4	aff4	ENSCCRG00000080218	1	ortholog_one2many
ENSDARG00000001857	aff4	aff4	ENSCCRG00000071302	1	ortholog_one2many
ENSDARG00000018854	scaf4b	scaf4b	ENSCCRG00000032084	1	ortholog_one2many
ENSDARG00000018854	scaf4b	scaf4b	ENSCCRG00000027095	1	ortholog_one2many
ENSDARG00000025428	socs3a	socs3a	ENSCCRG00000069624	1	ortholog_one2many
ENSDARG00000025428	socs3a	socs3a	ENSCCRG00000069024	1	ortholog_one2many
ENSDARG00000076742	cyth1a	cyth1a	ENSCCRG00000012007	1	ortholog_one2many
ENSDARG00000076742	cyth1a	cyth1a	ENSCCRG00000066658	1	ortholog_one2many
ENSDARG00000032327	usp36	usp36	ENSCCRG00000033180	1	ortholog_one2many
ENSDARG00000032327	usp36	usp36	ENSCCRG00000007680	1	ortholog_one2many
ENSDARG00000075261	timp2b	timp2b	ENSCCRG00000007661	1	ortholog_one2many
ENSDARG00000075261	timp2b	timp2b	ENSCCRG00000058727	1	ortholog_one2many
ENSDARG00000012192	cant1a	cant1a	ENSCCRG00000017761	1	ortholog_one2many
ENSDARG00000012192	cant1a	cant1a	ENSCCRG00000009265	1	ortholog_one2many
ENSDARG00000032606	septin8a	septin8a	ENSCCRG00000014799	1	ortholog_one2many
ENSDARG00000032606	septin8a	septin8a	ENSCCRG00000067962	1	ortholog_one2many
ENSDARG00000089291	cenpx	cenpx	ENSCCRG00000041923	1	ortholog_one2many
ENSDARG00000089291	cenpx	cenpx	ENSCCRG00000004727	1	ortholog_one2many
ENSDARG00000102254	pycr1a	pycr1a	ENSCCRG00000055975	1	ortholog_one2many
ENSDARG00000102254	pycr1a	pycr1a	ENSCCRG00000076352	1	ortholog_one2many
ENSDARG00000033046	ccni2	ccni2	ENSCCRG00000016133	1	ortholog_one2many
ENSDARG00000033046	ccni2	ccni2	ENSCCRG00000081331	1	ortholog_one2many
ENSDARG00000007774	vash2	vash2	ENSCCRG00000076457	1	ortholog_one2many
ENSDARG00000007774	vash2	vash2	ENSCCRG00000036574	1	ortholog_one2many
ENSDARG00000042553	pex7	pex7	ENSCCRG00000041497	1	ortholog_one2many
ENSDARG00000042553	pex7	pex7	ENSCCRG00000035620	1	ortholog_one2many
ENSDARG00000013441	hey2	hey2	ENSCCRG00000078912	1	ortholog_one2many
ENSDARG00000013441	hey2	hey2	ENSCCRG00000079431	1	ortholog_one2many
ENSDARG00000013224	phc2b	phc2b	ENSCCRG00000015557	1	ortholog_one2many
ENSDARG00000013224	phc2b	phc2b	ENSCCRG00000015600	1	ortholog_one2many
ENSDARG00000034957	hddc2	hddc2	ENSCCRG00000041487	1	ortholog_one2many
ENSDARG00000034957	hddc2	hddc2	ENSCCRG00000029404	1	ortholog_one2many
ENSDARG00000016743	angel2	angel2	ENSCCRG00000014319	1	ortholog_one2many
ENSDARG00000016743	angel2	angel2	ENSCCRG00000036572	1	ortholog_one2many
ENSDARG00000060390	stk26	stk26	ENSCCRG00000082508	1	ortholog_one2many
ENSDARG00000060390	stk26	stk26	ENSCCRG00000062358	1	ortholog_one2many
ENSDARG00000044327	tmem185	tmem185	ENSCCRG00000014763	1	ortholog_one2many
ENSDARG00000044327	tmem185	tmem185	ENSCCRG00000075420	1	ortholog_one2many
ENSDARG00000032603	st7l	st7l	ENSCCRG00000013225	1	ortholog_one2many
ENSDARG00000032603	st7l	st7l	ENSCCRG00000078921	1	ortholog_one2many
ENSDARG00000008141	rbl1	rbl1	ENSCCRG00000011543	1	ortholog_one2many
ENSDARG00000008141	rbl1	rbl1	ENSCCRG00000011653	1	ortholog_one2many
ENSDARG00000014531	atg4a	atg4a	ENSCCRG00000021229	1	ortholog_one2many
ENSDARG00000014531	atg4a	atg4a	ENSCCRG00000030830	1	ortholog_one2many
ENSDARG00000040650	gps1	gps1	ENSCCRG00000051837	1	ortholog_one2many
ENSDARG00000040650	gps1	gps1	ENSCCRG00000052686	1	ortholog_one2many
ENSDARG00000100592	slc8a2b	slc8a2b	ENSCCRG00000060144	1	ortholog_one2many
ENSDARG00000100592	slc8a2b	slc8a2b	ENSCCRG00000063622	1	ortholog_one2many
ENSDARG00000030560	helz	helz	ENSCCRG00000004487	1	ortholog_one2many
ENSDARG00000030560	helz	helz	ENSCCRG00000017460	1	ortholog_one2many
ENSDARG00000017454	nup50	nup50	ENSCCRG00000061295	1	ortholog_one2many
ENSDARG00000017454	nup50	nup50	ENSCCRG00000059149	1	ortholog_one2many
ENSDARG00000018903	aimp2	aimp2	ENSCCRG00000017471	1	ortholog_one2many
ENSDARG00000018903	aimp2	aimp2	ENSCCRG00000017312	1	ortholog_one2many
ENSDARG00000060944	rnf217	rnf217	ENSCCRG00000012091	1	ortholog_one2many
ENSDARG00000060944	rnf217	rnf217	ENSCCRG00000036431	1	ortholog_one2many
ENSDARG00000076324	lmtk2	lmtk2	ENSCCRG00000017498	1	ortholog_one2many
ENSDARG00000076324	lmtk2	lmtk2	ENSCCRG00000035109	1	ortholog_one2many
ENSDARG00000034240	capza1a	capza1a	ENSCCRG00000014107	1	ortholog_one2many
ENSDARG00000034240	capza1a	capza1a	ENSCCRG00000080845	1	ortholog_one2many
ENSDARG00000090062	rac3a	rac3a	ENSCCRG00000078982	1	ortholog_one2many
ENSDARG00000090062	rac3a	rac3a	ENSCCRG00000052677	1	ortholog_one2many
ENSDARG00000007869	ehd3	ehd3	ENSCCRG00000036518	1	ortholog_one2many
ENSDARG00000007869	ehd3	ehd3	ENSCCRG00000053740	1	ortholog_one2many
ENSDARG00000005425	wdfy1	wdfy1	ENSCCRG00000031761	1	ortholog_one2many
ENSDARG00000005425	wdfy1	wdfy1	ENSCCRG00000075562	1	ortholog_one2many
ENSDARG00000020679	clpp	clpp	ENSCCRG00000077072	1	ortholog_one2many
ENSDARG00000020679	clpp	clpp	ENSCCRG00000063524	1	ortholog_one2many
ENSDARG00000029353	serpine2	serpine2	ENSCCRG00000004856	1	ortholog_one2many
ENSDARG00000029353	serpine2	serpine2	ENSCCRG00000022938	1	ortholog_one2many
ENSDARG00000076128	prkar1aa	prkar1aa	ENSCCRG00000052684	1	ortholog_one2many
ENSDARG00000076128	prkar1aa	prkar1aa	ENSCCRG00000061076	1	ortholog_one2many
ENSDARG00000021383	naalad2	naalad2	ENSCCRG00000024222	1	ortholog_one2many
ENSDARG00000021383	naalad2	naalad2	ENSCCRG00000073512	1	ortholog_one2many
ENSDARG00000102191	CPNE8	CPNE8	ENSCCRG00000081577	1	ortholog_one2many
ENSDARG00000102191	CPNE8	CPNE8	ENSCCRG00000056909	1	ortholog_one2many
ENSDARG00000020979	ripor3	ripor3	ENSCCRG00000029024	1	ortholog_one2many
ENSDARG00000020979	ripor3	ripor3	ENSCCRG00000005992	1	ortholog_one2many
ENSDARG00000053122	clvs2	clvs2	ENSCCRG00000078752	1	ortholog_one2many
ENSDARG00000053122	clvs2	clvs2	ENSCCRG00000067161	1	ortholog_one2many
ENSDARG00000053119	smpdl3a	smpdl3a	ENSCCRG00000030443	1	ortholog_one2many
ENSDARG00000053119	smpdl3a	smpdl3a	ENSCCRG00000027065	1	ortholog_one2many
ENSDARG00000040657	wipi1	wipi1	ENSCCRG00000052673	1	ortholog_one2many
ENSDARG00000040657	wipi1	wipi1	ENSCCRG00000052674	1	ortholog_one2many
ENSDARG00000090369	zgc:86896	zgc:86896	ENSCCRG00000052675	1	ortholog_one2many
ENSDARG00000090369	zgc:86896	zgc:86896	ENSCCRG00000071978	1	ortholog_one2many
ENSDARG00000016484	dkc1	dkc1	ENSCCRG00000071908	1	ortholog_one2many
ENSDARG00000016484	dkc1	dkc1	ENSCCRG00000017005	1	ortholog_one2many
ENSDARG00000052073	blcap	blcap	ENSCCRG00000082053	1	ortholog_one2many
ENSDARG00000052073	blcap	blcap	ENSCCRG00000056975	1	ortholog_one2many
ENSDARG00000022652	psmf1	psmf1	ENSCCRG00000043452	1	ortholog_one2many
ENSDARG00000022652	psmf1	psmf1	ENSCCRG00000029029	1	ortholog_one2many
ENSDARG00000009106	serinc1	serinc1	ENSCCRG00000033914	1	ortholog_one2many
ENSDARG00000009106	serinc1	serinc1	ENSCCRG00000069638	1	ortholog_one2many
ENSDARG00000018040	msantd4	msantd4	ENSCCRG00000073480	1	ortholog_one2many
ENSDARG00000018040	msantd4	msantd4	ENSCCRG00000064815	1	ortholog_one2many
ENSDARG00000076787	angpt4	angpt4	ENSCCRG00000021432	1	ortholog_one2many
ENSDARG00000076787	angpt4	angpt4	ENSCCRG00000041490	1	ortholog_one2many
ENSDARG00000053097	hsf2	hsf2	ENSCCRG00000034607	1	ortholog_one2many
ENSDARG00000053097	hsf2	hsf2	ENSCCRG00000034600	1	ortholog_one2many
ENSDARG00000060246	slc16a6b	slc16a6b	ENSCCRG00000052671	1	ortholog_one2many
ENSDARG00000060246	slc16a6b	slc16a6b	ENSCCRG00000052669	1	ortholog_one2many
ENSDARG00000037924	gna13b	gna13b	ENSCCRG00000052683	1	ortholog_one2many
ENSDARG00000037924	gna13b	gna13b	ENSCCRG00000074927	1	ortholog_one2many
ENSDARG00000099430	atg16l1	atg16l1	ENSCCRG00000056064	1	ortholog_one2many
ENSDARG00000099430	atg16l1	atg16l1	ENSCCRG00000075086	1	ortholog_one2many
ENSDARG00000013078	ywhaba	ywhaba	ENSCCRG00000073960	1	ortholog_one2many
ENSDARG00000013078	ywhaba	ywhaba	ENSCCRG00000033122	1	ortholog_one2many
ENSDARG00000041799	gja1b	gja1b	ENSCCRG00000069131	1	ortholog_one2many
ENSDARG00000041799	gja1b	gja1b	ENSCCRG00000058863	1	ortholog_one2many
ENSDARG00000103740	fundc2	fundc2	ENSCCRG00000081450	1	ortholog_one2many
ENSDARG00000103740	fundc2	fundc2	ENSCCRG00000011328	1	ortholog_one2many
ENSDARG00000001557	tomm34	tomm34	ENSCCRG00000041406	1	ortholog_one2many
ENSDARG00000001557	tomm34	tomm34	ENSCCRG00000033113	1	ortholog_one2many
ENSDARG00000041734	tbc1d32	tbc1d32	ENSCCRG00000037241	1	ortholog_one2many
ENSDARG00000041734	tbc1d32	tbc1d32	ENSCCRG00000047573	1	ortholog_one2many
ENSDARG00000041736	hsdl1	hsdl1	ENSCCRG00000058409	1	ortholog_one2many
ENSDARG00000041736	hsdl1	hsdl1	ENSCCRG00000047589	1	ortholog_one2many
ENSDARG00000038378	sagb	sagb	ENSCCRG00000023365	1	ortholog_one2many
ENSDARG00000038378	sagb	sagb	ENSCCRG00000045529	1	ortholog_one2many
ENSDARG00000110935		igf1rb			
ENSDARG00000113886		fhdc3			
ENSDARG00000114707		slc41a1			
ENSDARG00000115735		exosc6			
ENSDARG00000109405		pkdcca			
ENSDARG00000112239		dennd11			
ENSDARG00000113508		exoc3l1			
ENSDARG00000116564		shoc2			
ENSDARG00000114047		skap1			
ENSDARG00000111531		tk2			
ENSDARG00000110417		camkk1a			
ENSDARG00000110347		etnk2			
ENSDARG00000112303		foxi3b			
ENSDARG00000074264		tmem186			
ENSDARG00000116454		plin2			
ENSDARG00000111158		ripor2			
ENSDARG00000113785		gosr1			
ENSDARG00000109787		fan1			
ENSDARG00000111482		hhip			
ENSDARG00000111284		psme3			
ENSDARG00000111915		mapk1			
ENSDARG00000109776		hepacam2			
ENSDARG00000113122		aldh1a2			
ENSDARG00000114564		lepr			
ENSDARG00000112974		stx16			
ENSDARG00000116813		prkcba			
ENSDARG00000115322		nat8l			
ENSDARG00000105225		KCTD15			
ENSDARG00000112188		frmd4a			
ENSDARG00000109675		psmd10			
ENSDARG00000113310		zgc:111986			
ENSDARG00000114318		enoph1			
ENSDARG00000114486		snrnp200			
ENSDARG00000116020		tmem106a			
ENSDARG00000117066		tmem30c			
ENSDARG00000114480		cdc42ep4a			
ENSDARG00000115363		mtus1a			
ENSDARG00000113991		setd6			
ENSDARG00000115577		trappc2l			
ENSDARG00000112932		hells			
ENSDARG00000116498		hao2			
ENSDARG00000109425		pars2			
ENSDARG00000109541		tbx2a			
ENSDARG00000115390		ngfrb			
ENSDARG00000111435		actn2b			
ENSDARG00000113174		hoxb5b			
ENSDARG00000110945		cbx1a			
ENSDARG00000111728		tmem198b			
ENSDARG00000113248		rps9			
ENSDARG00000111007		sgf29			
ENSDARG00000116919		f3a			
ENSDARG00000109655		dicer1			
ENSDARG00000116450		pygb			
ENSDARG00000113529		eda			
ENSDARG00000110855		gde1			
ENSDARG00000114402		znrd2			
ENSDARG00000112676		cbsa			
ENSDARG00000113754		casp3a			
ENSDARG00000110000		coq3			
ENSDARG00000115385		ifrd2			
ENSDARG00000110506		znf131			
ENSDARG00000111808		rimoc1			
ENSDARG00000114348		trmt13			
ENSDARG00000113909		ift88			
ENSDARG00000114578		dazap1			
ENSDARG00000116923		ndufb5			
ENSDARG00000111927		abi2a			
ENSDARG00000114366		hecw1b			
ENSDARG00000111434		sec31a			
ENSDARG00000109741		rgs2			
ENSDARG00000104128	SNX2	SNX2	ENSCCRG00000023271	1	ortholog_one2many
ENSDARG00000104128	SNX2	SNX2	ENSCCRG00000002377	1	ortholog_one2many
ENSDARG00000112592		casp23			
ENSDARG00000110420		ctdsp2			
ENSDARG00000116534		mier3b			
ENSDARG00000110463		pck2			
ENSDARG00000113063		eeig1b			
ENSDARG00000115486		timm17a			
ENSDARG00000115343		wnt11f2			
ENSDARG00000115668		ctps1b			
ENSDARG00000111210		gga1			
ENSDARG00000113688		tnfaip1			
ENSDARG00000102395	HAPLN1	HAPLN1	ENSCCRG00000053811	0	ortholog_many2many
ENSDARG00000102395	HAPLN1	HAPLN1	ENSCCRG00000076688	0	ortholog_many2many
ENSDARG00000112320		sfxn3			
ENSDARG00000116401		fam114a1			
ENSDARG00000115064		alkbh2			
ENSDARG00000111697		ess2			
ENSDARG00000115188		tfg			
ENSDARG00000113049		asb12b			
ENSDARG00000110343		gatb			
ENSDARG00000115789		slc4a11			
ENSDARG00000109629		tram1			
ENSDARG00000116847		p4hb			
ENSDARG00000115625		dyrk3			
ENSDARG00000110185		myclb			
ENSDARG00000111745		plk1			
ENSDARG00000113042		cln8			
ENSDARG00000113133		mgst1.1			
ENSDARG00000111105		igfbp2a			
ENSDARG00000113421		rdh10a			
ENSDARG00000113345		nfil3-5			
ENSDARG00000111568		tnksb			
ENSDARG00000116469		med12			
ENSDARG00000111224		camsap2a			
ENSDARG00000110342		thoc6			
ENSDARG00000111387		ankfy1			
ENSDARG00000113267		rc3h1a			
ENSDARG00000114723		ddb2			
ENSDARG00000109668		rchy1			
ENSDARG00000111847		zgc:172339			
ENSDARG00000116890		dtx3			
ENSDARG00000115804		ctbp1			
ENSDARG00000112247		mks1			
ENSDARG00000074646	adamts16	adamts16	ENSCCRG00000017200	1	ortholog_one2many
ENSDARG00000074646	adamts16	adamts16	ENSCCRG00000052575	1	ortholog_one2many
ENSDARG00000111306		adal			
ENSDARG00000111819		septin6			
ENSDARG00000110001		alg11			
ENSDARG00000110768		si:ch211-212o1.2			
ENSDARG00000116648		alcama			
ENSDARG00000111327		coro1a			
ENSDARG00000116213		rufy2			
ENSDARG00000117141		igbp1			
ENSDARG00000117149		neurod4			
ENSDARG00000112085		zbtb33			
ENSDARG00000115696		rsl1d1			
ENSDARG00000109353		prss35			
ENSDARG00000114844		phlda2			
ENSDARG00000040523	smpd2a	smpd2a	ENSCCRG00000005650	1	ortholog_one2many
ENSDARG00000040523	smpd2a	smpd2a	ENSCCRG00000043661	1	ortholog_one2many
ENSDARG00000113770		ccdc12			
ENSDARG00000116241		lmbr1			
ENSDARG00000114858		lrsam1			
ENSDARG00000112685		msh3			
ENSDARG00000113588		veph1			
ENSDARG00000111262		prom1b			
ENSDARG00000038537	gga1	gga1	ENSCCRG00000061503	1	ortholog_one2many
ENSDARG00000038537	gga1	gga1	ENSCCRG00000022448	1	ortholog_one2many
ENSDARG00000116615		hapstr1b			
ENSDARG00000117172		sec61g			
ENSDARG00000115226		tma16			
ENSDARG00000116441		ssrp1a			
ENSDARG00000113066		thumpd3			
ENSDARG00000113095		klhl36			
ENSDARG00000113146		crata			
ENSDARG00000114799		eif4eb			
ENSDARG00000113404		ubxn6			
ENSDARG00000110132		vgll4l			
ENSDARG00000116353	lrp4	lrp4	ENSCCRG00000016152	1	ortholog_one2many
ENSDARG00000116353	lrp4	lrp4	ENSCCRG00000015632	1	ortholog_one2many
ENSDARG00000112872		rilpl2			
ENSDARG00000112383		mettl14			
ENSDARG00000115842		metrn			
ENSDARG00000109884		st3gal5			
ENSDARG00000073822	IQSEC1	IQSEC1	ENSCCRG00000020031	1	ortholog_one2many
ENSDARG00000073822		IQSEC1	ENSCCRG00000054508	1	ortholog_one2many
ENSDARG00000115060		pias2			
ENSDARG00000017595	ccdc6b	ccdc6b	ENSCCRG00000064606	1	ortholog_one2many
ENSDARG00000017595	ccdc6b	ccdc6b	ENSCCRG00000007304	1	ortholog_one2many
ENSDARG00000088356	TMEM117	TMEM117	ENSCCRG00000040634	0	ortholog_one2many
ENSDARG00000088356	TMEM117	TMEM117	ENSCCRG00000081553	0	ortholog_one2many
ENSDARG00000113110		trit1			
ENSDARG00000116153		ddx23			
ENSDARG00000110440		zgc:77739			
ENSDARG00000109337	nanos1	nanos1	ENSCCRG00000053817	1	ortholog_one2many
ENSDARG00000109337	nanos1	nanos1	ENSCCRG00000073006	1	ortholog_one2many
ENSDARG00000087303	cebpd	cebpd	ENSCCRG00000022921	1	ortholog_one2many
ENSDARG00000087303	cebpd	cebpd	ENSCCRG00000070146	1	ortholog_one2many
ENSDARG00000110979		rps15			
ENSDARG00000111543		ddhd1b			
ENSDARG00000112293		inavab			
ENSDARG00000111488		slit3			
ENSDARG00000116788		utp6			
ENSDARG00000115076		rnaseh2b			
ENSDARG00000112727		hspa4b			
ENSDARG00000116810		eri1			
ENSDARG00000104348	fgf2	fgf2	ENSCCRG00000053760	1	ortholog_one2many
ENSDARG00000104348	fgf2	fgf2	ENSCCRG00000067033	1	ortholog_one2many
ENSDARG00000117045		capn1b			
ENSDARG00000110074		tspan15			
ENSDARG00000088123	znf217	znf217	ENSCCRG00000007149	1	ortholog_one2many
ENSDARG00000088123	znf217	znf217	ENSCCRG00000017839	1	ortholog_one2many
ENSDARG00000008772	cacng1a	cacng1a	ENSCCRG00000056690	1	ortholog_one2many
ENSDARG00000008772	cacng1a	cacng1a	ENSCCRG00000001682	1	ortholog_one2many
ENSDARG00000112821		nfkb2			
ENSDARG00000110621		crb1			
ENSDARG00000098733	PXDN	PXDN	ENSCCRG00000053432	1	ortholog_one2many
ENSDARG00000098733	PXDN	PXDN	ENSCCRG00000073385	1	ortholog_one2many
ENSDARG00000059081		PRSS35	ENSCCRG00000070429	1	ortholog_one2many
ENSDARG00000059081		PRSS35	ENSCCRG00000065015	1	ortholog_one2many
ENSDARG00000112478		rcan1a			
ENSDARG00000015835	eif4e2rs1	eif4e2rs1	ENSCCRG00000074656	1	ortholog_one2many
ENSDARG00000015835		eif4e2rs1	ENSCCRG00000041129	0	ortholog_one2many
ENSDARG00000015835	eif4e2rs1	eif4e2rs1	ENSCCRG00000065091	1	ortholog_one2many
ENSDARG00000109714		zgc:136929			
ENSDARG00000116012		hells			
ENSDARG00000110780		unc13a			
ENSDARG00000113462		fancg			
ENSDARG00000111535		sbf1			
ENSDARG00000112086		metap1d			
ENSDARG00000113235		slc25a28			
ENSDARG00000074636		CEP170B	ENSCCRG00000003646	1	ortholog_one2many
ENSDARG00000074636	CEP170B	CEP170B	ENSCCRG00000022714	1	ortholog_one2many
ENSDARG00000116948		thoc6			
ENSDARG00000109716		tbcb			
ENSDARG00000116251		prmt7			
ENSDARG00000116115		pdap1a			
ENSDARG00000116372		uqcrq			
ENSDARG00000109877		ccz1			
ENSDARG00000109347		kbtbd4			
ENSDARG00000102305	svbp	svbp	ENSCCRG00000067892	1	ortholog_one2many
ENSDARG00000102305	svbp	svbp	ENSCCRG00000008072	1	ortholog_one2many
ENSDARG00000117084		smndc1			
ENSDARG00000112921		atrx			
ENSDARG00000112180		zc4h2			
ENSDARG00000061303	OCA2	OCA2	ENSCCRG00000002053	1	ortholog_one2many
ENSDARG00000061303	OCA2	OCA2	ENSCCRG00000028322	1	ortholog_one2many
ENSDARG00000021566	OTOP1	OTOP1	ENSCCRG00000006593	1	ortholog_one2many
ENSDARG00000021566	OTOP1	OTOP1	ENSCCRG00000061621	1	ortholog_one2many
ENSDARG00000114636		mxtx2			
ENSDARG00000079000	tp53bp1	tp53bp1	ENSCCRG00000052375	1	ortholog_one2many
ENSDARG00000079000	tp53bp1	tp53bp1	ENSCCRG00000019255	1	ortholog_one2many
ENSDARG00000113596		dcaf11			
ENSDARG00000079839	ARRDC1	ARRDC1	ENSCCRG00000038546	1	ortholog_one2many
ENSDARG00000079839	ARRDC1	ARRDC1	ENSCCRG00000071985	1	ortholog_one2many
ENSDARG00000117043		pacs1a			
ENSDARG00000115742		epas1b			
ENSDARG00000112549		akr1a1b			
ENSDARG00000109953		trafd1			
ENSDARG00000111817		ppp1r3ca			
ENSDARG00000116977		zgc:113232			
ENSDARG00000110254		letm1			
ENSDARG00000032601	macrod2	macrod2	ENSCCRG00000067480	1	ortholog_one2many
ENSDARG00000032601	macrod2	macrod2	ENSCCRG00000080476	1	ortholog_one2many
ENSDARG00000113735		klhdc4			
ENSDARG00000115348		actl6a			
ENSDARG00000116156		pex5			
ENSDARG00000115218		epg5			
ENSDARG00000111963		znf711			
ENSDARG00000113424		tgfbr3			
ENSDARG00000110002		svila			
ENSDARG00000117048		ptpa			
ENSDARG00000115957		pskh1			
ENSDARG00000116929		kiaa1109			
ENSDARG00000112257		hspa14			
ENSDARG00000109965		rpp21			
ENSDARG00000109631		mcfd2			
ENSDARG00000110767		msmo1			
ENSDARG00000112271		zgc:101583			
ENSDARG00000099722	zgc:153993	zgc:153993	ENSCCRG00000046765	1	ortholog_one2many
ENSDARG00000099722	zgc:153993	zgc:153993	ENSCCRG00000080344	1	ortholog_one2many
ENSDARG00000110018		ugdh			
ENSDARG00000077004	aldh1l1	aldh1l1	ENSCCRG00000034479	1	ortholog_one2many
ENSDARG00000077004	aldh1l1	aldh1l1	ENSCCRG00000022386	1	ortholog_one2many
ENSDARG00000115537		dph5			
ENSDARG00000112883		mospd1			
ENSDARG00000074314	skic3	skic3	ENSCCRG00000028424	1	ortholog_one2many
ENSDARG00000074314	skic3	skic3	ENSCCRG00000029790	1	ortholog_one2many
ENSDARG00000113912		adrm1			
ENSDARG00000114382		ccdc120b			
ENSDARG00000114203		timm8a			
ENSDARG00000101602	preb	preb	ENSCCRG00000015211	1	ortholog_one2many
ENSDARG00000101602	preb	preb	ENSCCRG00000038722	1	ortholog_one2many
ENSDARG00000113558		cacna1fb			
ENSDARG00000111635		lhx1b			
ENSDARG00000116596		ubac2			
ENSDARG00000114995		pole3			
ENSDARG00000046019	snai1b	snai1b	ENSCCRG00000022786	1	ortholog_one2many
ENSDARG00000046019	snai1b	snai1b	ENSCCRG00000024135	1	ortholog_one2many
ENSDARG00000109772		usp6nl			
ENSDARG00000116453		lrpap1			
ENSDARG00000079790		PLPP1	ENSCCRG00000045064	1	ortholog_one2many
ENSDARG00000079790		PLPP1	ENSCCRG00000055689	1	ortholog_one2many
ENSDARG00000043357	tbl2	tbl2	ENSCCRG00000037942	1	ortholog_one2many
ENSDARG00000043357	tbl2	tbl2	ENSCCRG00000037924	1	ortholog_one2many
ENSDARG00000115488		zgc:153157			
ENSDARG00000109819		dmtf1			
ENSDARG00000115902	lnpa	lnpa	ENSCCRG00000040872	1	ortholog_one2many
ENSDARG00000115902	lnpa	lnpa	ENSCCRG00000036763	1	ortholog_one2many
ENSDARG00000114670	ube2c	ube2c	ENSCCRG00000026482	1	ortholog_one2many
ENSDARG00000114670	ube2c	ube2c	ENSCCRG00000077070	1	ortholog_one2many
ENSDARG00000114051		map3k5			
ENSDARG00000099116	nagk	nagk	ENSCCRG00000081535	1	ortholog_one2many
ENSDARG00000099116	nagk	nagk	ENSCCRG00000046021	1	ortholog_one2many
ENSDARG00000037640	aurkb	aurkb	ENSCCRG00000053677	1	ortholog_one2many
ENSDARG00000037640	aurkb	aurkb	ENSCCRG00000062399	1	ortholog_one2many
ENSDARG00000110497		sox19a			
ENSDARG00000116680	zgc:56235	zgc:56235	ENSCCRG00000080198	1	ortholog_one2many
ENSDARG00000116680	zgc:56235	zgc:56235	ENSCCRG00000015764	1	ortholog_one2many
ENSDARG00000033861	sepsecs	sepsecs	ENSCCRG00000048219	1	ortholog_one2many
ENSDARG00000033861	sepsecs	sepsecs	ENSCCRG00000045253	1	ortholog_one2many
ENSDARG00000116244		btbd2a			
ENSDARG00000035699		srp19	ENSCCRG00000081228	0	ortholog_one2many
ENSDARG00000035699	srp19	srp19	ENSCCRG00000053056	1	ortholog_one2many
ENSDARG00000115520		eif4ea			
ENSDARG00000115148		tp53			
ENSDARG00000115062		gsna			
ENSDARG00000101762	fah	fah	ENSCCRG00000031887	1	ortholog_one2many
ENSDARG00000101762	fah	fah	ENSCCRG00000057792	1	ortholog_one2many
ENSDARG00000075608	MICAL2	MICAL2	ENSCCRG00000031249	1	ortholog_one2many
